example_id,content_family_id,task_class,response_text,split,provenance,length_tokens,length_band,template_family,paraphrase_family_id,lexical_challenge,notes
exp019_definition_040,cf_040,definition,A observed gauge is an object with a stated practical role.,test,rule_composed,11,medium,definition_medium_0,cf_040,false,label_quality=clear; constructed from a balanced content family
exp019_logic_041,cf_041,logic,"When the observed light condition holds, the stated rule requires shines as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_1,cf_041,false,label_quality=clear; constructed from a balanced content family
exp019_causality_041,cf_041,causality,A change in the observed light condition leads to shines through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_1,cf_041,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_041,cf_041,analogy,The observed light relation corresponds to the lamp relation because both connect a condition with an outcome.,train,rule_composed,17,limited_long,analogy_limited_long_1,cf_041,false,label_quality=clear; constructed from a balanced content family
exp019_definition_041,cf_041,definition,A observed light is a familiar object whose role is described by its practical use in a system.,train,rule_composed,18,limited_long,definition_limited_long_1,cf_041,false,label_quality=clear; constructed from a balanced content family
exp019_logic_042,cf_042,logic,Observed thermometer entails increases.,train,rule_composed,4,short,logic_short_2,cf_042,false,label_quality=clear; constructed from a balanced content family
exp019_causality_042,cf_042,causality,Observed thermometer triggers increases.,train,rule_composed,4,short,causality_short_2,cf_042,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_042,cf_042,analogy,Observed thermometer parallels speedometer.,train,rule_composed,4,short,analogy_short_2,cf_042,false,label_quality=clear; constructed from a balanced content family
exp019_definition_042,cf_042,definition,A observed thermometer has purpose.,train,rule_composed,5,short,definition_short_2,cf_042,false,label_quality=clear; constructed from a balanced content family
exp019_logic_043,cf_043,logic,"The observed filter condition holds, so behind follows.",train,rule_composed,8,medium,logic_medium_3,cf_043,false,label_quality=clear; constructed from a balanced content family
exp019_causality_043,cf_043,causality,Behind follows when the observed filter mechanism activates.,train,rule_composed,8,medium,causality_medium_3,cf_043,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_043,cf_043,analogy,"Like the door, the observed filter connects condition and outcome.",train,rule_composed,10,medium,analogy_medium_3,cf_043,false,label_quality=clear; constructed from a balanced content family
exp019_definition_043,cf_043,definition,The observed filter refers to an object used for a purpose.,train,rule_composed,11,medium,definition_medium_3,cf_043,false,label_quality=clear; constructed from a balanced content family
exp019_logic_044,cf_044,logic,"When the observed tray condition holds, the stated rule requires sprout as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_4,cf_044,false,label_quality=clear; constructed from a balanced content family
exp019_causality_044,cf_044,causality,A change in the observed tray condition leads to sprout through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_4,cf_044,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_044,cf_044,analogy,The observed tray relation corresponds to the sponge relation because both connect a condition with an outcome.,train,rule_composed,17,limited_long,analogy_limited_long_4,cf_044,false,label_quality=clear; constructed from a balanced content family
exp019_definition_044,cf_044,definition,A observed tray is a familiar object whose role is described by its practical use in a system.,train,rule_composed,18,limited_long,definition_limited_long_4,cf_044,false,label_quality=clear; constructed from a balanced content family
exp019_logic_045,cf_045,logic,Observed signal entails proceed.,test,rule_composed,4,short,logic_short_0,cf_045,false,label_quality=clear; constructed from a balanced content family
exp019_causality_045,cf_045,causality,Observed signal triggers proceed.,test,rule_composed,4,short,causality_short_0,cf_045,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_045,cf_045,analogy,Observed signal parallels bell.,test,rule_composed,4,short,analogy_short_0,cf_045,false,label_quality=clear; constructed from a balanced content family
exp019_definition_045,cf_045,definition,A observed signal has purpose.,test,rule_composed,5,short,definition_short_0,cf_045,false,label_quality=clear; constructed from a balanced content family
exp019_logic_046,cf_046,logic,"The observed refrigerator condition holds, so heat follows.",test,rule_composed,8,medium,logic_medium_1,cf_046,false,label_quality=clear; constructed from a balanced content family
exp019_causality_046,cf_046,causality,Heat follows when the observed refrigerator mechanism activates.,test,rule_composed,8,medium,causality_medium_1,cf_046,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_046,cf_046,analogy,"Like the bottle, the observed refrigerator connects condition and outcome.",test,rule_composed,10,medium,analogy_medium_1,cf_046,false,label_quality=clear; constructed from a balanced content family
exp019_definition_046,cf_046,definition,The observed refrigerator refers to an object used for a purpose.,test,rule_composed,11,medium,definition_medium_1,cf_046,false,label_quality=clear; constructed from a balanced content family
exp019_logic_047,cf_047,logic,"When the observed lock condition holds, the stated rule requires withdraws as its conclusion.",test,rule_composed,14,limited_long,logic_limited_long_2,cf_047,false,label_quality=clear; constructed from a balanced content family
exp019_causality_047,cf_047,causality,A change in the observed lock condition leads to withdraws through the system's ordinary mechanism.,test,rule_composed,15,limited_long,causality_limited_long_2,cf_047,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_047,cf_047,analogy,The observed lock relation corresponds to the screen relation because both connect a condition with an outcome.,test,rule_composed,17,limited_long,analogy_limited_long_2,cf_047,false,label_quality=clear; constructed from a balanced content family
exp019_definition_047,cf_047,definition,A observed lock is a familiar object whose role is described by its practical use in a system.,test,rule_composed,18,limited_long,definition_limited_long_2,cf_047,false,label_quality=clear; constructed from a balanced content family
exp019_logic_048,cf_048,logic,Observed compass condition entails direction.,validation,rule_composed,5,short,logic_short_3,cf_048,false,label_quality=clear; constructed from a balanced content family
exp019_causality_048,cf_048,causality,Observed compass state yields outcome.,validation,rule_composed,5,short,causality_short_3,cf_048,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_048,cf_048,analogy,Observed compass mirrors vane's relation.,validation,rule_composed,5,short,analogy_short_3,cf_048,false,label_quality=clear; constructed from a balanced content family
exp019_definition_048,cf_048,definition,Observed compass denotes purpose.,validation,rule_composed,4,short,definition_short_3,cf_048,false,label_quality=clear; constructed from a balanced content family
exp019_logic_049,cf_049,logic,"If the observed ruler condition holds, read follows under the rule.",validation,rule_composed,11,medium,logic_medium_4,cf_049,false,label_quality=clear; constructed from a balanced content family
exp019_causality_049,cf_049,causality,The observed ruler condition produces read through a simple mechanism.,validation,rule_composed,10,medium,causality_medium_4,cf_049,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_049,cf_049,analogy,The observed ruler relation matches the cup relation in structure.,validation,rule_composed,10,medium,analogy_medium_4,cf_049,false,label_quality=clear; constructed from a balanced content family
exp019_definition_049,cf_049,definition,A observed ruler is an object with a stated practical role.,validation,rule_composed,11,medium,definition_medium_4,cf_049,false,label_quality=clear; constructed from a balanced content family
exp019_logic_050,cf_050,logic,"When the observed can condition holds, the stated rule requires moist as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_0,cf_050,false,label_quality=clear; constructed from a balanced content family
exp019_causality_050,cf_050,causality,A change in the observed can condition leads to moist through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_0,cf_050,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_050,cf_050,analogy,The observed can relation corresponds to the dispenser relation because both connect a condition with an outcome.,train,rule_composed,17,limited_long,analogy_limited_long_0,cf_050,false,label_quality=clear; constructed from a balanced content family
exp019_definition_050,cf_050,definition,A observed can is a familiar object whose role is described by its practical use in a system.,train,rule_composed,18,limited_long,definition_limited_long_0,cf_050,false,label_quality=clear; constructed from a balanced content family
exp019_logic_051,cf_051,logic,Observed panel condition entails produced.,train,rule_composed,5,short,logic_short_1,cf_051,false,label_quality=clear; constructed from a balanced content family
exp019_causality_051,cf_051,causality,Observed panel state yields outcome.,train,rule_composed,5,short,causality_short_1,cf_051,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_051,cf_051,analogy,Observed panel mirrors windmill's relation.,train,rule_composed,5,short,analogy_short_1,cf_051,false,label_quality=clear; constructed from a balanced content family
exp019_definition_051,cf_051,definition,Observed panel denotes purpose.,train,rule_composed,4,short,definition_short_1,cf_051,false,label_quality=clear; constructed from a balanced content family
exp019_logic_052,cf_052,logic,"If the observed sharpener condition holds, removed follows under the rule.",test,rule_composed,11,medium,logic_medium_2,cf_052,false,label_quality=clear; constructed from a balanced content family
exp019_causality_052,cf_052,causality,The observed sharpener condition produces removed through a simple mechanism.,test,rule_composed,10,medium,causality_medium_2,cf_052,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_052,cf_052,analogy,The observed sharpener relation matches the grater relation in structure.,test,rule_composed,10,medium,analogy_medium_2,cf_052,false,label_quality=clear; constructed from a balanced content family
exp019_definition_052,cf_052,definition,A observed sharpener is an object with a stated practical role.,test,rule_composed,11,medium,definition_medium_2,cf_052,false,label_quality=clear; constructed from a balanced content family
exp019_logic_053,cf_053,logic,"When the observed thermos condition holds, the stated rule requires slowly as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_3,cf_053,false,label_quality=clear; constructed from a balanced content family
exp019_causality_053,cf_053,causality,A change in the observed thermos condition leads to slowly through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_3,cf_053,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_053,cf_053,analogy,The observed thermos relation corresponds to the coat relation because both connect a condition with an outcome.,train,rule_composed,17,limited_long,analogy_limited_long_3,cf_053,false,label_quality=clear; constructed from a balanced content family
exp019_definition_053,cf_053,definition,A observed thermos is a familiar object whose role is described by its practical use in a system.,train,rule_composed,18,limited_long,definition_limited_long_3,cf_053,false,label_quality=clear; constructed from a balanced content family
exp019_logic_054,cf_054,logic,Observed calendar entails changes.,train,rule_composed,4,short,logic_short_4,cf_054,false,label_quality=clear; constructed from a balanced content family
exp019_causality_054,cf_054,causality,Observed calendar triggers changes.,train,rule_composed,4,short,causality_short_4,cf_054,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_054,cf_054,analogy,Observed calendar parallels odometer.,train,rule_composed,4,short,analogy_short_4,cf_054,false,label_quality=clear; constructed from a balanced content family
exp019_definition_054,cf_054,definition,A observed calendar has purpose.,train,rule_composed,5,short,definition_short_4,cf_054,false,label_quality=clear; constructed from a balanced content family
exp019_logic_055,cf_055,logic,"If the observed pulley condition holds, rises follows under the rule.",train,rule_composed,11,medium,logic_medium_0,cf_055,false,label_quality=clear; constructed from a balanced content family
exp019_causality_055,cf_055,causality,The observed pulley condition produces rises through a simple mechanism.,train,rule_composed,10,medium,causality_medium_0,cf_055,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_055,cf_055,analogy,The observed pulley relation matches the lever relation in structure.,train,rule_composed,10,medium,analogy_medium_0,cf_055,false,label_quality=clear; constructed from a balanced content family
exp019_definition_055,cf_055,definition,A observed pulley is an object with a stated practical role.,train,rule_composed,11,medium,definition_medium_0,cf_055,false,label_quality=clear; constructed from a balanced content family
exp019_logic_056,cf_056,logic,"When the observed magnet condition holds, the stated rule requires closer as its conclusion.",validation,rule_composed,14,limited_long,logic_limited_long_1,cf_056,false,label_quality=clear; constructed from a balanced content family
exp019_causality_056,cf_056,causality,A change in the observed magnet condition leads to closer through the system's ordinary mechanism.,validation,rule_composed,15,limited_long,causality_limited_long_1,cf_056,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_056,cf_056,analogy,The observed magnet relation corresponds to the vacuum relation because both connect a condition with an outcome.,validation,rule_composed,17,limited_long,analogy_limited_long_1,cf_056,false,label_quality=clear; constructed from a balanced content family
exp019_definition_056,cf_056,definition,A observed magnet is a familiar object whose role is described by its practical use in a system.,validation,rule_composed,18,limited_long,definition_limited_long_1,cf_056,false,label_quality=clear; constructed from a balanced content family
exp019_logic_057,cf_057,logic,Observed cube entails melts.,train,rule_composed,4,short,logic_short_2,cf_057,false,label_quality=clear; constructed from a balanced content family
exp019_causality_057,cf_057,causality,Observed cube triggers melts.,train,rule_composed,4,short,causality_short_2,cf_057,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_057,cf_057,analogy,Observed cube parallels candle.,train,rule_composed,4,short,analogy_short_2,cf_057,false,label_quality=clear; constructed from a balanced content family
exp019_definition_057,cf_057,definition,A observed cube has purpose.,train,rule_composed,5,short,definition_short_2,cf_057,false,label_quality=clear; constructed from a balanced content family
exp019_logic_058,cf_058,logic,"The ordinary timer condition holds, so rings follows.",train,rule_composed,8,medium,logic_medium_3,cf_058,false,label_quality=clear; constructed from a balanced content family
exp019_causality_058,cf_058,causality,Rings follows when the ordinary timer mechanism activates.,train,rule_composed,8,medium,causality_medium_3,cf_058,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_058,cf_058,analogy,"Like the kettle, the ordinary timer connects condition and outcome.",train,rule_composed,10,medium,analogy_medium_3,cf_058,false,label_quality=clear; constructed from a balanced content family
exp019_definition_058,cf_058,definition,The ordinary timer refers to an object used for a purpose.,train,rule_composed,11,medium,definition_medium_3,cf_058,false,label_quality=clear; constructed from a balanced content family
exp019_logic_059,cf_059,logic,"When the ordinary gauge condition holds, the stated rule requires rises as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_4,cf_059,false,label_quality=clear; constructed from a balanced content family
exp019_causality_059,cf_059,causality,A change in the ordinary gauge condition leads to rises through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_4,cf_059,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_059,cf_059,analogy,The ordinary gauge relation corresponds to the gauge relation because both connect a condition with an outcome.,train,rule_composed,17,limited_long,analogy_limited_long_4,cf_059,false,label_quality=clear; constructed from a balanced content family
exp019_definition_059,cf_059,definition,A ordinary gauge is a familiar object whose role is described by its practical use in a system.,train,rule_composed,18,limited_long,definition_limited_long_4,cf_059,false,label_quality=clear; constructed from a balanced content family
exp019_logic_060,cf_060,logic,Ordinary light entails shines.,test,rule_composed,4,short,logic_short_0,cf_060,false,label_quality=clear; constructed from a balanced content family
exp019_causality_060,cf_060,causality,Ordinary light triggers shines.,test,rule_composed,4,short,causality_short_0,cf_060,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_060,cf_060,analogy,Ordinary light parallels lamp.,test,rule_composed,4,short,analogy_short_0,cf_060,false,label_quality=clear; constructed from a balanced content family
exp019_definition_060,cf_060,definition,A ordinary light has purpose.,test,rule_composed,5,short,definition_short_0,cf_060,false,label_quality=clear; constructed from a balanced content family
exp019_logic_061,cf_061,logic,"The ordinary thermometer condition holds, so increases follows.",train,rule_composed,8,medium,logic_medium_1,cf_061,false,label_quality=clear; constructed from a balanced content family
exp019_causality_061,cf_061,causality,Increases follows when the ordinary thermometer mechanism activates.,train,rule_composed,8,medium,causality_medium_1,cf_061,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_061,cf_061,analogy,"Like the speedometer, the ordinary thermometer connects condition and outcome.",train,rule_composed,10,medium,analogy_medium_1,cf_061,false,label_quality=clear; constructed from a balanced content family
exp019_definition_061,cf_061,definition,The ordinary thermometer refers to an object used for a purpose.,train,rule_composed,11,medium,definition_medium_1,cf_061,false,label_quality=clear; constructed from a balanced content family
exp019_logic_062,cf_062,logic,"When the ordinary filter condition holds, the stated rule requires behind as its conclusion.",test,rule_composed,14,limited_long,logic_limited_long_2,cf_062,false,label_quality=clear; constructed from a balanced content family
exp019_causality_062,cf_062,causality,A change in the ordinary filter condition leads to behind through the system's ordinary mechanism.,test,rule_composed,15,limited_long,causality_limited_long_2,cf_062,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_062,cf_062,analogy,The ordinary filter relation corresponds to the door relation because both connect a condition with an outcome.,test,rule_composed,17,limited_long,analogy_limited_long_2,cf_062,false,label_quality=clear; constructed from a balanced content family
exp019_definition_062,cf_062,definition,A ordinary filter is a familiar object whose role is described by its practical use in a system.,test,rule_composed,18,limited_long,definition_limited_long_2,cf_062,false,label_quality=clear; constructed from a balanced content family
exp019_logic_063,cf_063,logic,Ordinary tray condition entails sprout.,train,rule_composed,5,short,logic_short_3,cf_063,false,label_quality=clear; constructed from a balanced content family
exp019_causality_063,cf_063,causality,Ordinary tray state yields outcome.,train,rule_composed,5,short,causality_short_3,cf_063,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_063,cf_063,analogy,Ordinary tray mirrors sponge's relation.,train,rule_composed,5,short,analogy_short_3,cf_063,false,label_quality=clear; constructed from a balanced content family
exp019_definition_063,cf_063,definition,Ordinary tray denotes purpose.,train,rule_composed,4,short,definition_short_3,cf_063,false,label_quality=clear; constructed from a balanced content family
exp019_logic_064,cf_064,logic,"If the ordinary signal condition holds, proceed follows under the rule.",train,rule_composed,11,medium,logic_medium_4,cf_064,false,label_quality=clear; constructed from a balanced content family
exp019_causality_064,cf_064,causality,The ordinary signal condition produces proceed through a simple mechanism.,train,rule_composed,10,medium,causality_medium_4,cf_064,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_064,cf_064,analogy,The ordinary signal relation matches the bell relation in structure.,train,rule_composed,10,medium,analogy_medium_4,cf_064,false,label_quality=clear; constructed from a balanced content family
exp019_definition_064,cf_064,definition,A ordinary signal is an object with a stated practical role.,train,rule_composed,11,medium,definition_medium_4,cf_064,false,label_quality=clear; constructed from a balanced content family
exp019_logic_065,cf_065,logic,"When the ordinary refrigerator condition holds, the stated rule requires heat as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_0,cf_065,false,label_quality=clear; constructed from a balanced content family
exp019_causality_065,cf_065,causality,A change in the ordinary refrigerator condition leads to heat through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_0,cf_065,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_065,cf_065,analogy,The ordinary refrigerator relation corresponds to the bottle relation because both connect a condition with an outcome.,train,rule_composed,17,limited_long,analogy_limited_long_0,cf_065,false,label_quality=clear; constructed from a balanced content family
exp019_definition_065,cf_065,definition,A ordinary refrigerator is a familiar object whose role is described by its practical use in a system.,train,rule_composed,18,limited_long,definition_limited_long_0,cf_065,false,label_quality=clear; constructed from a balanced content family
exp019_logic_066,cf_066,logic,Ordinary lock condition entails withdraws.,train,rule_composed,5,short,logic_short_1,cf_066,false,label_quality=clear; constructed from a balanced content family
exp019_causality_066,cf_066,causality,Ordinary lock state yields outcome.,train,rule_composed,5,short,causality_short_1,cf_066,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_066,cf_066,analogy,Ordinary lock mirrors screen's relation.,train,rule_composed,5,short,analogy_short_1,cf_066,false,label_quality=clear; constructed from a balanced content family
exp019_definition_066,cf_066,definition,Ordinary lock denotes purpose.,train,rule_composed,4,short,definition_short_1,cf_066,false,label_quality=clear; constructed from a balanced content family
exp019_logic_067,cf_067,logic,"If the ordinary compass condition holds, direction follows under the rule.",validation,rule_composed,11,medium,logic_medium_2,cf_067,false,label_quality=clear; constructed from a balanced content family
exp019_causality_067,cf_067,causality,The ordinary compass condition produces direction through a simple mechanism.,validation,rule_composed,10,medium,causality_medium_2,cf_067,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_067,cf_067,analogy,The ordinary compass relation matches the vane relation in structure.,validation,rule_composed,10,medium,analogy_medium_2,cf_067,false,label_quality=clear; constructed from a balanced content family
exp019_definition_067,cf_067,definition,A ordinary compass is an object with a stated practical role.,validation,rule_composed,11,medium,definition_medium_2,cf_067,false,label_quality=clear; constructed from a balanced content family
exp019_logic_068,cf_068,logic,"When the ordinary ruler condition holds, the stated rule requires read as its conclusion.",validation,rule_composed,14,limited_long,logic_limited_long_3,cf_068,false,label_quality=clear; constructed from a balanced content family
exp019_causality_068,cf_068,causality,A change in the ordinary ruler condition leads to read through the system's ordinary mechanism.,validation,rule_composed,15,limited_long,causality_limited_long_3,cf_068,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_068,cf_068,analogy,The ordinary ruler relation corresponds to the cup relation because both connect a condition with an outcome.,validation,rule_composed,17,limited_long,analogy_limited_long_3,cf_068,false,label_quality=clear; constructed from a balanced content family
exp019_definition_068,cf_068,definition,A ordinary ruler is a familiar object whose role is described by its practical use in a system.,validation,rule_composed,18,limited_long,definition_limited_long_3,cf_068,false,label_quality=clear; constructed from a balanced content family
exp019_logic_069,cf_069,logic,Ordinary can entails moist.,test,rule_composed,4,short,logic_short_4,cf_069,false,label_quality=clear; constructed from a balanced content family
exp019_causality_069,cf_069,causality,Ordinary can triggers moist.,test,rule_composed,4,short,causality_short_4,cf_069,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_069,cf_069,analogy,Ordinary can parallels dispenser.,test,rule_composed,4,short,analogy_short_4,cf_069,false,label_quality=clear; constructed from a balanced content family
exp019_definition_069,cf_069,definition,A ordinary can has purpose.,test,rule_composed,5,short,definition_short_4,cf_069,false,label_quality=clear; constructed from a balanced content family
exp019_logic_070,cf_070,logic,"If the ordinary panel condition holds, produced follows under the rule.",train,rule_composed,11,medium,logic_medium_0,cf_070,false,label_quality=clear; constructed from a balanced content family
exp019_causality_070,cf_070,causality,The ordinary panel condition produces produced through a simple mechanism.,train,rule_composed,10,medium,causality_medium_0,cf_070,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_070,cf_070,analogy,The ordinary panel relation matches the windmill relation in structure.,train,rule_composed,10,medium,analogy_medium_0,cf_070,false,label_quality=clear; constructed from a balanced content family
exp019_definition_070,cf_070,definition,A ordinary panel is an object with a stated practical role.,train,rule_composed,11,medium,definition_medium_0,cf_070,false,label_quality=clear; constructed from a balanced content family
exp019_logic_071,cf_071,logic,"When the ordinary sharpener condition holds, the stated rule requires removed as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_1,cf_071,false,label_quality=clear; constructed from a balanced content family
exp019_causality_071,cf_071,causality,A change in the ordinary sharpener condition leads to removed through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_1,cf_071,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_071,cf_071,analogy,The ordinary sharpener relation corresponds to the grater relation because both connect a condition with an outcome.,train,rule_composed,17,limited_long,analogy_limited_long_1,cf_071,false,label_quality=clear; constructed from a balanced content family
exp019_definition_071,cf_071,definition,A ordinary sharpener is a familiar object whose role is described by its practical use in a system.,train,rule_composed,18,limited_long,definition_limited_long_1,cf_071,false,label_quality=clear; constructed from a balanced content family
exp019_logic_072,cf_072,logic,Ordinary thermos entails slowly.,train,rule_composed,4,short,logic_short_2,cf_072,false,label_quality=clear; constructed from a balanced content family
exp019_causality_072,cf_072,causality,Ordinary thermos triggers slowly.,train,rule_composed,4,short,causality_short_2,cf_072,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_072,cf_072,analogy,Ordinary thermos parallels coat.,train,rule_composed,4,short,analogy_short_2,cf_072,false,label_quality=clear; constructed from a balanced content family
exp019_definition_072,cf_072,definition,A ordinary thermos has purpose.,train,rule_composed,5,short,definition_short_2,cf_072,false,label_quality=clear; constructed from a balanced content family
exp019_logic_073,cf_073,logic,"The ordinary calendar condition holds, so changes follows.",validation,rule_composed,8,medium,logic_medium_3,cf_073,false,label_quality=clear; constructed from a balanced content family
exp019_causality_073,cf_073,causality,Changes follows when the ordinary calendar mechanism activates.,validation,rule_composed,8,medium,causality_medium_3,cf_073,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_073,cf_073,analogy,"Like the odometer, the ordinary calendar connects condition and outcome.",validation,rule_composed,10,medium,analogy_medium_3,cf_073,false,label_quality=clear; constructed from a balanced content family
exp019_definition_073,cf_073,definition,The ordinary calendar refers to an object used for a purpose.,validation,rule_composed,11,medium,definition_medium_3,cf_073,false,label_quality=clear; constructed from a balanced content family
exp019_logic_074,cf_074,logic,"When the ordinary pulley condition holds, the stated rule requires rises as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_4,cf_074,false,label_quality=clear; constructed from a balanced content family
exp019_causality_074,cf_074,causality,A change in the ordinary pulley condition leads to rises through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_4,cf_074,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_074,cf_074,analogy,The ordinary pulley relation corresponds to the lever relation because both connect a condition with an outcome.,train,rule_composed,17,limited_long,analogy_limited_long_4,cf_074,false,label_quality=clear; constructed from a balanced content family
exp019_definition_074,cf_074,definition,A ordinary pulley is a familiar object whose role is described by its practical use in a system.,train,rule_composed,18,limited_long,definition_limited_long_4,cf_074,false,label_quality=clear; constructed from a balanced content family
exp019_logic_075,cf_075,logic,Ordinary magnet entails closer.,train,rule_composed,4,short,logic_short_0,cf_075,false,label_quality=clear; constructed from a balanced content family
exp019_causality_075,cf_075,causality,Ordinary magnet triggers closer.,train,rule_composed,4,short,causality_short_0,cf_075,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_075,cf_075,analogy,Ordinary magnet parallels vacuum.,train,rule_composed,4,short,analogy_short_0,cf_075,false,label_quality=clear; constructed from a balanced content family
exp019_definition_075,cf_075,definition,A ordinary magnet has purpose.,train,rule_composed,5,short,definition_short_0,cf_075,false,label_quality=clear; constructed from a balanced content family
exp019_logic_076,cf_076,logic,"The ordinary cube condition holds, so melts follows.",test,rule_composed,8,medium,logic_medium_1,cf_076,false,label_quality=clear; constructed from a balanced content family
exp019_causality_076,cf_076,causality,Melts follows when the ordinary cube mechanism activates.,test,rule_composed,8,medium,causality_medium_1,cf_076,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_076,cf_076,analogy,"Like the candle, the ordinary cube connects condition and outcome.",test,rule_composed,10,medium,analogy_medium_1,cf_076,false,label_quality=clear; constructed from a balanced content family
exp019_definition_076,cf_076,definition,The ordinary cube refers to an object used for a purpose.,test,rule_composed,11,medium,definition_medium_1,cf_076,false,label_quality=clear; constructed from a balanced content family
exp019_logic_077,cf_077,logic,"When the shared timer condition holds, the stated rule requires rings as its conclusion.",test,rule_composed,14,limited_long,logic_limited_long_2,cf_077,false,label_quality=clear; constructed from a balanced content family
exp019_causality_077,cf_077,causality,A change in the shared timer condition leads to rings through the system's ordinary mechanism.,test,rule_composed,15,limited_long,causality_limited_long_2,cf_077,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_077,cf_077,analogy,The shared timer relation corresponds to the kettle relation because both connect a condition with an outcome.,test,rule_composed,17,limited_long,analogy_limited_long_2,cf_077,false,label_quality=clear; constructed from a balanced content family
exp019_definition_077,cf_077,definition,A shared timer is a familiar object whose role is described by its practical use in a system.,test,rule_composed,18,limited_long,definition_limited_long_2,cf_077,false,label_quality=clear; constructed from a balanced content family
exp019_logic_078,cf_078,logic,Shared gauge condition entails rises.,train,rule_composed,5,short,logic_short_3,cf_078,false,label_quality=clear; constructed from a balanced content family
exp019_causality_078,cf_078,causality,Shared gauge state yields outcome.,train,rule_composed,5,short,causality_short_3,cf_078,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_078,cf_078,analogy,Shared gauge mirrors gauge's relation.,train,rule_composed,5,short,analogy_short_3,cf_078,false,label_quality=clear; constructed from a balanced content family
exp019_definition_078,cf_078,definition,Shared gauge denotes purpose.,train,rule_composed,4,short,definition_short_3,cf_078,false,label_quality=clear; constructed from a balanced content family
exp019_logic_079,cf_079,logic,"If the shared light condition holds, shines follows under the rule.",test,rule_composed,11,medium,logic_medium_4,cf_079,false,label_quality=clear; constructed from a balanced content family
exp019_causality_079,cf_079,causality,The shared light condition produces shines through a simple mechanism.,test,rule_composed,10,medium,causality_medium_4,cf_079,false,label_quality=clear; constructed from a balanced content family
exp019_analogy_079,cf_079,analogy,The shared light relation matches the lamp relation in structure.,test,rule_composed,10,medium,analogy_medium_4,cf_079,false,label_quality=clear; constructed from a balanced content family
exp019_definition_079,cf_079,definition,A shared light is an object with a stated practical role.,test,rule_composed,11,medium,definition_medium_4,cf_079,false,label_quality=clear; constructed from a balanced content family
exp019_logic_080,cf_080,logic,"When the shared thermometer condition holds, the stated rule requires increases as its conclusion.",train,rule_composed,14,limited_long,logic_limited_long_0,cf_080,false,label_quality=clear; constructed from a balanced content family
exp019_causality_080,cf_080,causality,A change in the shared thermometer condition leads to increases through the system's ordinary mechanism.,train,rule_composed,15,limited_long,causality_limited_long_0,cf_080,false,label_quality=clear; constructed from a balanced content family
