candidate_id,task_class,response_text,provenance,source_reference,topic_domain,length_tokens,length_band
GAP-ANA-024,analogy,"A thermostat regulates room temperature, and a metronome regulates timing.",ai_assisted_surface_normalized,rule_composed://deterministic-construction,technology,10,medium
GAP-ANA-025,analogy,"A sieve lets water pass while retaining solids, and a firewall lets approved data pass while blocking threats.",rule_composed,rule_composed://deterministic-construction,technology,18,limited_long
GAP-ANA-026,analogy,"An ecosystem transfers energy among organisms, and a circuit transfers energy among components.",independent_external,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,13,limited_long
GAP-DEF-001,definition,A queue is an ordered line of people or tasks waiting for service.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,everyday_life,13,limited_long
GAP-DEF-002,definition,A compass is a tool that indicates direction.,rule_composed,rule_composed://deterministic-construction,technology,8,medium
GAP-DEF-003,definition,A fraction represents part of a whole.,independent_external,rule_composed://deterministic-construction,mathematics,7,medium
GAP-DEF-004,definition,A polygon is a closed shape made of straight sides.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,mathematics,10,medium
GAP-DEF-005,definition,A password is secret text used to verify access.,rule_composed,rule_composed://deterministic-construction,technology,9,medium
GAP-DEF-006,definition,A habitat is the place where an organism lives.,independent_external,rule_composed://deterministic-construction,biology,9,medium
GAP-DEF-007,definition,A schedule is a plan that assigns times to activities.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,everyday_life,10,medium
GAP-DEF-008,definition,A lever is a rigid bar that turns around a pivot.,rule_composed,rule_composed://deterministic-construction,physics,11,medium
GAP-DEF-009,definition,A variable is a quantity that can change.,independent_external,rule_composed://deterministic-construction,mathematics,8,medium
GAP-DEF-010,definition,A map is a representation of places and their relationships.,ai_assisted_surface_normalized,rule_composed://deterministic-construction,geography,10,medium
GAP-DEF-011,definition,Probability is a measure of how likely an event is.,rule_composed,https://www.khanacademy.org/math/probability/introduction-to-probability,mathematics,10,medium
GAP-DEF-012,definition,A force is an interaction that can change motion.,independent_external,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,9,medium
GAP-DEF-013,definition,Inertia is resistance to a change in motion.,ai_assisted_surface_normalized,https://www.khanacademy.org/science/physics/forces-newtons-laws/introduction-to-newtons-laws/a/newtons-laws-of-motion,physics,8,medium
GAP-DEF-014,definition,Photosynthesis is a process that converts light energy into chemical energy.,rule_composed,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,11,medium
GAP-DEF-015,definition,An ecosystem includes organisms and their physical environment.,independent_external,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,8,medium
GAP-DEF-016,definition,A food web represents feeding relationships in an ecosystem.,ai_assisted_surface_normalized,https://openstax.org/books/biology-2e/pages/46-2-energy-flow-through-ecosystems,biology,9,medium
GAP-DEF-017,definition,An aquifer is a water-bearing formation that can store and transmit groundwater.,rule_composed,https://www.usgs.gov/water-science-school/science/groundwater-flow-and-water-cycle,earth_science,13,limited_long
GAP-DEF-018,definition,Groundwater is water stored below the land surface.,independent_external,https://www.usgs.gov/educational-resources/water-world,earth_science,8,medium
GAP-DEF-019,definition,"The immune system is a group of cells, tissues, and organs that protects the body.",ai_assisted_surface_normalized,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,biology,15,limited_long
GAP-DEF-020,definition,A macrophage is an immune cell that engulfs particles.,rule_composed,https://www.ncbi.nlm.nih.gov/books/NBK27092/,biology,9,medium
GAP-DEF-021,definition,A season is a recurring part of a year with characteristic conditions.,independent_external,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,12,medium
GAP-DEF-022,definition,Climate is the long-term pattern of weather in a region.,ai_assisted_surface_normalized,https://oceanservice.noaa.gov/education/literacy.html,earth_science,11,medium
GAP-DEF-023,definition,An ocean current is directed movement of seawater.,rule_composed,https://oceanservice.noaa.gov/education/literacy.html,earth_science,8,medium
GAP-DEF-024,definition,A cloud is a visible collection of water droplets or ice crystals.,independent_external,https://www.nasa.gov/learning-resources/for-kids-and-students/what-is-earth-grades-k-4/,earth_science,12,medium
GAP-DEF-025,definition,Evaporation is the change of liquid water into vapor.,ai_assisted_surface_normalized,https://oceanservice.noaa.gov/education/literacy.html,earth_science,9,medium
GAP-DEF-026,definition,Condensation is the change of vapor into a liquid.,rule_composed,https://www.usgs.gov/educational-resources/water-world,earth_science,9,medium
GAP-DEF-027,definition,A watershed is land that drains to a common body of water.,independent_external,https://www.usgs.gov/educational-resources/water-world,earth_science,12,medium
GAP-DEF-028,definition,A chloroplast is a plant-cell organelle where photosynthesis occurs.,ai_assisted_surface_normalized,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,biology,10,medium
GAP-DEF-029,definition,A vaccine is a preparation that trains an immune response to a target.,rule_composed,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,biology,13,limited_long
GAP-DEF-030,definition,An algorithm is a step-by-step procedure for completing a task.,independent_external,rule_composed://deterministic-construction,technology,12,medium
