candidate_id,task_class,original_response,normalized_response,audit_status,semantic_guard,naturalness_status,self_contained,task_clarity,lexical_shortcut_risk,redundancy_risk,length_tokens,length_band,topic_domain,provenance,source_reference,audit_reason
SRC-ANA-023,analogy,Aquifer is the water-bearing geological layer that stores and transmits available groundwater.,Aquifer is the water-bearing geological layer that stores and transmits available groundwater.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,13,limited_long,earth_science,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-024,analogy,Precipitation is the water cycle transmission of water falling from the atmosphere to the surface.,Precipitation is the water cycle transmission of water falling from the atmosphere to the surface.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,15,limited_long,earth_science,not_recorded,https://openstax.org/books/college-physics/pages/8-3-conservation-of-momentum,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-ANA-025,analogy,Chloroplast is the cellular organelle of plants that contains the photosynthesis mechanism.,Chloroplast is the cellular organelle of plants that contains the photosynthesis mechanism.,REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,12,medium,biology,not_recorded,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,"Original task_class is analogy, but this is a one-concept definition without a two-relation correspondence; a repair would add new content."
SRC-DEF-001,definition,"The fin-like limbs of whales can help them turn in water, just as human arms can assist in controlling body movements.","The fin-like limbs of whales can help them turn in water, just as human arms can assist in controlling body movements.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,22,limited_long,biology,not_recorded,https://gpm.nasa.gov/education/articles/nasa-earth-science-water-cycle,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-002,definition,"The well pump can lift groundwater, while the irrigation pump delivers water to plants; both are transporting water.","The well pump can lift groundwater, while the irrigation pump delivers water to plants; both are transporting water.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,18,limited_long,technology,not_recorded,https://www.jpl.nasa.gov/edu/resources/project/make-a-cloud-in-a-bottle/,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-003,definition,"Satellite sensors can observe rainfall from the sky, and the tide gauge records water levels at the shore; both are monitoring water.","Satellite sensors can observe rainfall from the sky, and the tide gauge records water levels at the shore; both are monitoring water.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,22,limited_long,technology,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-004,definition,"Chlorophyll absorbs light energy for photosynthesis, while solar panels receive sunlight to generate electricity; the principles are similar.","Chlorophyll absorbs light energy for photosynthesis, while solar panels receive sunlight to generate electricity; the principles are similar.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,18,limited_long,technology,not_recorded,https://www.nesdis.noaa.gov/about/k-12-education/oceans-coasts/what-causes-tides,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-005,definition,"Microscopes make tiny structures clearer, while telescopes bring distant objects closer; both expand vision.","Microscopes make tiny structures clearer, while telescopes bring distant objects closer; both expand vision.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,14,limited_long,technology,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-006,definition,"Chloroplasts are part of plant cells, and leaves are part of the plant as a whole; both belong to the composition of plants.","Chloroplasts are part of plant cells, and leaves are part of the plant as a whole; both belong to the composition of plants.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,23,limited_long,biology,not_recorded,https://openstax.org/books/college-physics/pages/8-3-conservation-of-momentum,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-007,definition,"Water droplets gather to form clouds, and clouds participate in the water cycle; one layer contains another.","Water droplets gather to form clouds, and clouds participate in the water cycle; one layer contains another.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,17,limited_long,earth_science,not_recorded,https://openstax.org/books/physics/pages/4-1-force,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-008,definition,"The water level belongs to the aquifer system, and the aquifer belongs to the groundwater storage system.","The water level belongs to the aquifer system, and the aquifer belongs to the groundwater storage system.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,17,limited_long,earth_science,not_recorded,https://openstax.org/books/college-physics/pages/8-3-conservation-of-momentum,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-009,definition,"Tidal bulges are manifestations of the tidal phenomenon, and the ocean is part of the Earth system.","Tidal bulges are manifestations of the tidal phenomenon, and the ocean is part of the Earth system.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,17,limited_long,earth_science,not_recorded,https://openstax.org/books/physics/pages/4-1-force,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-010,definition,"Fin-like limbs are long on whales, and wings are long on owls; both are animal limbs.","Fin-like limbs are long on whales, and wings are long on owls; both are animal limbs.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,17,limited_long,biology,not_recorded,https://openstax.org/books/physics/pages/4-1-force,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-011,definition,"Permeable rocks allow groundwater to flow, and porous soil allows rainwater to infiltrate; both have permeability.","Permeable rocks allow groundwater to flow, and porous soil allows rainwater to infiltrate; both have permeability.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,16,limited_long,earth_science,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-012,definition,"Chloroplasts are responsible for photosynthesis, and mesophyll is responsible for gas exchange; each performs its own function to support the leaf's function.","Chloroplasts are responsible for photosynthesis, and mesophyll is responsible for gas exchange; each performs its own function to support the leaf's function.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,22,limited_long,biology,not_recorded,https://www.jpl.nasa.gov/edu/resources/project/make-a-cloud-in-a-bottle/,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-013,definition,"The gravitational pull of the moon mainly causes tidal bulges, while the gravitational pull of the sun enhances or weakens it.","The gravitational pull of the moon mainly causes tidal bulges, while the gravitational pull of the sun enhances or weakens it.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,21,limited_long,earth_science,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-014,definition,"When the net external force is zero, momentum is conserved, and an isolated system ensures the total momentum remains unchanged; the conditions are equivalent.","When the net external force is zero, momentum is conserved, and an isolated system ensures the total momentum remains unchanged; the conditions are equivalent.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,24,limited_long,physics,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-015,definition,"Whale whiskers act like sieves to retain small prey, and filtration on the surface can also trap particles while allowing water to pass through.","Whale whiskers act like sieves to retain small prey, and filtration on the surface can also trap particles while allowing water to pass through.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,24,limited_long,biology,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-016,definition,"The aquifer contains groundwater, and clouds contain condensed water droplets; both are containers of water.","The aquifer contains groundwater, and clouds contain condensed water droplets; both are containers of water.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,15,limited_long,earth_science,not_recorded,https://gpm.nasa.gov/education/articles/nasa-earth-science-water-cycle,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-017,definition,"Chloroplasts contain the machinery for photosynthesis, and leaves contain mesophyll cells; each has its own content.","Chloroplasts contain the machinery for photosynthesis, and leaves contain mesophyll cells; each has its own content.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,16,limited_long,biology,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-018,definition,"Tidal bulges occur in the ocean, and water vapor is floating in the atmosphere; both are fluid distributions on Earth.","Tidal bulges occur in the ocean, and water vapor is floating in the atmosphere; both are fluid distributions on Earth.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,medium,20,limited_long,earth_science,not_recorded,https://prod-01-alb-www-noaa.woc.noaa.gov/jetstream/ocean/tides,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-019,definition,"Bone marrow produces the raw materials for immune cells, and lymphatic vessels are responsible for transporting them; together they serve the immune system.","Bone marrow produces the raw materials for immune cells, and lymphatic vessels are responsible for transporting them; together they serve the immune system.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,23,limited_long,biology,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-020,definition,"Rock pores can store groundwater, and reservoirs can store surface water; both can store water.","Rock pores can store groundwater, and reservoirs can store surface water; both can store water.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,15,limited_long,earth_science,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-021,definition,"Evaporation transports surface water into the atmosphere, and transpiration transports water from the plant body into the atmosphere; the end result is the same.","Evaporation transports surface water into the atmosphere, and transpiration transports water from the plant body into the atmosphere; the end result is the same.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,24,limited_long,biology,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-022,definition,"Force can change the motion state of an object, and heat can change the solid, liquid, and gaseous states of water.","Force can change the motion state of an object, and heat can change the solid, liquid, and gaseous states of water.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,21,limited_long,physics,not_recorded,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-023,definition,"Biological adaptation can enhance survival rates, tool design can improve operational efficiency, both are optimization methods.","Biological adaptation can enhance survival rates, tool design can improve operational efficiency, both are optimization methods.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,16,limited_long,general_science,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-024,definition,"The law of conservation of momentum limits the combination of velocities after a collision, and the law of conservation of energy limits the distribution of energy before and after conversion.","The law of conservation of momentum limits the combination of velocities after a collision, and the law of conservation of energy limits the distribution of energy before and after conversion.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,30,limited_long,physics,not_recorded,https://gpm.nasa.gov/education/articles/nasa-earth-science-water-cycle,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
SRC-DEF-025,definition,"The immune system forms a barrier for organisms to resist bacteria, physical barriers (such as fences) prevent foreign substances from entering, and the effects are the same.","The immune system forms a barrier for organisms to resist bacteria, physical barriers (such as fences) prevent foreign substances from entering, and the effects are the same.",REJECT,NOT_APPLICABLE,class_mismatch_or_unusable,yes,mismatched,high,low,27,limited_long,biology,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Original task_class is definition, but this compares two relations rather than defining one concept; a repair would add new content."
