candidate_id,task_class,original_response,normalized_response,audit_status,semantic_guard,naturalness_status,self_contained,task_clarity,lexical_shortcut_risk,redundancy_risk,length_tokens,length_band,topic_domain,provenance,source_reference,audit_reason
SRC-ANA-001,analogy,"The fin-like limbs of whales can help them turn in water, just as human arms can assist in controlling body movements.","The fin-like limbs of whales can help them turn in water, just as human arms can assist in controlling body movements.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,22,limited_long,biology,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-002,analogy,"The well pump can lift groundwater, while the irrigation pump delivers water to plants; both are transporting water.","The well pump can lift groundwater, while the irrigation pump delivers water to plants; both are transporting water.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,18,limited_long,technology,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-003,analogy,"Satellite sensors can observe rainfall from the sky, and the tide gauge records water levels at the shore; both are monitoring water.","Satellite sensors can observe rainfall from the sky, and the tide gauge records water levels at the shore; both are monitoring water.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,22,limited_long,technology,not_recorded,https://gpm.nasa.gov/education/articles/nasa-earth-science-water-cycle,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-004,analogy,"Chlorophyll absorbs light energy for photosynthesis, while solar panels receive sunlight to generate electricity; the principles are similar.","Chlorophyll absorbs light energy for photosynthesis, while solar panels receive sunlight to generate electricity; the principles are similar.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,18,limited_long,technology,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-005,analogy,"Microscopes make tiny structures clearer, while telescopes bring distant objects closer; both expand vision.","Microscopes make tiny structures clearer, while telescopes bring distant objects closer; both expand vision.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,14,limited_long,technology,not_recorded,https://www.khanacademy.org/science/ap-biology/cell-structure-and-function/photosynthesis-ap/a/photosynthesis-overview,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-006,analogy,"Chloroplasts are part of plant cells, and leaves are part of the plant as a whole; both belong to the composition of plants.","Chloroplasts are part of plant cells, and leaves are part of the plant as a whole; both belong to the composition of plants.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,23,limited_long,biology,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-007,analogy,"Water droplets gather to form clouds, and clouds participate in the water cycle; one layer contains another.","Water droplets gather to form clouds, and clouds participate in the water cycle; one layer contains another.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,17,limited_long,earth_science,not_recorded,https://www.jpl.nasa.gov/edu/resources/project/make-a-cloud-in-a-bottle/,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-008,analogy,"The water level belongs to the aquifer system, and the aquifer belongs to the groundwater storage system.","The water level belongs to the aquifer system, and the aquifer belongs to the groundwater storage system.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,17,limited_long,earth_science,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-009,analogy,"Tidal bulges are manifestations of the tidal phenomenon, and the ocean is part of the Earth system.","Tidal bulges are manifestations of the tidal phenomenon, and the ocean is part of the Earth system.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,17,limited_long,earth_science,not_recorded,https://www.nesdis.noaa.gov/about/k-12-education/oceans-coasts/what-causes-tides,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-010,analogy,"Fin-like limbs are long on whales, and wings are long on owls; both are animal limbs.","Fin-like limbs are long on whales, and wings are long on owls; both are animal limbs.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,17,limited_long,biology,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-011,analogy,"Permeable rocks allow groundwater to flow, and porous soil allows rainwater to infiltrate; both have permeability.","Permeable rocks allow groundwater to flow, and porous soil allows rainwater to infiltrate; both have permeability.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,16,limited_long,earth_science,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-012,analogy,"Chloroplasts are responsible for photosynthesis, and mesophyll is responsible for gas exchange; each performs its own function to support the leaf's function.","Chloroplasts are responsible for photosynthesis, and mesophyll is responsible for gas exchange; each performs its own function to support the leaf's function.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,22,limited_long,biology,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-013,analogy,"The gravitational pull of the moon mainly causes tidal bulges, while the gravitational pull of the sun enhances or weakens it.","The gravitational pull of the moon mainly causes tidal bulges, while the gravitational pull of the sun enhances or weakens it.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,21,limited_long,earth_science,not_recorded,https://www.nesdis.noaa.gov/about/k-12-education/oceans-coasts/what-causes-tides,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-014,analogy,"When the net external force is zero, momentum is conserved, and an isolated system ensures the total momentum remains unchanged; the conditions are equivalent.","When the net external force is zero, momentum is conserved, and an isolated system ensures the total momentum remains unchanged; the conditions are equivalent.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,24,limited_long,physics,not_recorded,https://openstax.org/books/college-physics/pages/8-3-conservation-of-momentum,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-015,analogy,"Whale whiskers act like sieves to retain small prey, and filtration on the surface can also trap particles while allowing water to pass through.","Whale whiskers act like sieves to retain small prey, and filtration on the surface can also trap particles while allowing water to pass through.",HUMAN_REVIEW,HUMAN_REQUIRED,needs_human_review,yes,partial,low,low,24,limited_long,biology,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,Analogy relation is clear but 'whale whiskers' does not match the repaired source's baleen concept; human review is required.
SRC-ANA-016,analogy,"The aquifer contains groundwater, and clouds contain condensed water droplets; both are containers of water.","The aquifer contains groundwater, and clouds contain condensed water droplets; both are containers of water.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,15,limited_long,earth_science,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-017,analogy,"Chloroplasts contain the machinery for photosynthesis, and leaves contain mesophyll cells; each has its own content.","Chloroplasts contain the machinery for photosynthesis, and leaves contain mesophyll cells; each has its own content.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,16,limited_long,biology,not_recorded,https://openstax.org/books/concepts-biology/pages/5-1-overview-of-photosynthesis,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-018,analogy,"Tidal bulges occur in the ocean, and water vapor is floating in the atmosphere; both are fluid distributions on Earth.","Tidal bulges occur in the ocean, and water vapor is floating in the atmosphere; both are fluid distributions on Earth.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,medium,medium,20,limited_long,earth_science,not_recorded,https://www.nesdis.noaa.gov/about/k-12-education/oceans-coasts/what-causes-tides,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-019,analogy,"Bone marrow produces the raw materials for immune cells, and lymphatic vessels are responsible for transporting them; together they serve the immune system.","Bone marrow produces the raw materials for immune cells, and lymphatic vessels are responsible for transporting them; together they serve the immune system.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,23,limited_long,biology,not_recorded,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-020,analogy,"Rock pores can store groundwater, and reservoirs can store surface water; both can store water.","Rock pores can store groundwater, and reservoirs can store surface water; both can store water.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,15,limited_long,earth_science,not_recorded,https://www.usgs.gov/water-science-school/science/aquifers-and-groundwater,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-021,analogy,"Evaporation transports surface water into the atmosphere, and transpiration transports water from the plant body into the atmosphere; the end result is the same.","Evaporation transports surface water into the atmosphere, and transpiration transports water from the plant body into the atmosphere; the end result is the same.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,24,limited_long,biology,not_recorded,https://gpm.nasa.gov/education/articles/nasa-earth-science-water-cycle,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-022,analogy,"Force can change the motion state of an object, and heat can change the solid, liquid, and gaseous states of water.","Force can change the motion state of an object, and heat can change the solid, liquid, and gaseous states of water.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,21,limited_long,physics,not_recorded,https://openstax.org/books/physics/pages/4-1-force,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-023,analogy,"Biological adaptation can enhance survival rates, tool design can improve operational efficiency, both are optimization methods.","Biological adaptation can enhance survival rates, tool design can improve operational efficiency, both are optimization methods.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,16,limited_long,general_science,not_recorded,https://naturalhistory.si.edu/education/teaching-resources/life-science/explore-animal-adaptations,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-024,analogy,"The law of conservation of momentum limits the combination of velocities after a collision, and the law of conservation of energy limits the distribution of energy before and after conversion.","The law of conservation of momentum limits the combination of velocities after a collision, and the law of conservation of energy limits the distribution of energy before and after conversion.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,30,limited_long,physics,not_recorded,https://openstax.org/books/college-physics/pages/8-3-conservation-of-momentum,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
SRC-ANA-025,analogy,"The immune system forms a barrier for organisms to resist bacteria, physical barriers (such as fences) prevent foreign substances from entering, and the effects are the same.","The immune system forms a barrier for organisms to resist bacteria, physical barriers (such as fences) prevent foreign substances from entering, and the effects are the same.",ACCEPT_AS_IS,ORIGINAL_PRESERVED,natural,yes,clear,low,low,27,limited_long,biology,not_recorded,https://nigms.nih.gov/biobeat/2023/12/what-is-the-immune-system,"Task function is clear, the proposition is coherent and self-contained, and no substantive repair is needed."
