model,layer,split,source_group,target_group,beta,intervention_type,eval_item_id,target_probability,source_probability,target_minus_source_probability,target_prediction_rate,source_prediction_rate
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,0.75,task,logic_orig_01,0.983088594076635,1.8660988267467824e-05,0.9830699330883675,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,0.75,task,logic_orig_02,0.9928751300811882,9.12605267649657e-06,0.9928660040285118,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,0.75,task,logic_orig_03,0.9846491050278674,1.0757301876235195e-05,0.9846383477259911,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,0.75,matched_random,logic_orig_01,0.1830410206242876,0.2642741297177206,-0.08123310909343298,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,0.75,matched_random,logic_orig_02,0.3287985375525404,0.22987008485680122,0.09892845269573919,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,0.75,matched_random,logic_orig_03,0.21773999172105427,0.18093571790033686,0.03680427382071741,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,0.75,opposite,logic_orig_01,5.817735860988038e-06,0.991238068330579,-0.9912322505947181,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,0.75,opposite,logic_orig_02,1.2020314534120388e-05,0.9917133547393605,-0.9917013344248264,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,0.75,opposite,logic_orig_03,1.0055720234418575e-05,0.9860910990765344,-0.9860810433563,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,1.0,task,logic_orig_01,0.9971996301800613,4.152188800628397e-07,0.9971992149611812,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,1.0,task,logic_orig_02,0.9988511440091603,2.0139195214373868e-07,0.9988509426172082,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,1.0,task,logic_orig_03,0.9974666106526944,2.390414607982086e-07,0.9974663716112335,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,1.0,matched_random,logic_orig_01,0.20109298784644344,0.2698428392368917,-0.06874985139044823,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,1.0,matched_random,logic_orig_02,0.35424235569662377,0.23017641118437285,0.12406594451225092,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,1.0,matched_random,logic_orig_03,0.23925284053849258,0.18477829555240943,0.054474544986083145,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,1.0,opposite,logic_orig_01,1.2856713602161557e-07,0.9986215675788959,-0.9986214390117598,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,1.0,opposite,logic_orig_02,2.655290223200753e-07,0.9986868341910137,-0.9986865686619913,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,causality,1.0,opposite,logic_orig_03,2.2319913345037567e-07,0.9977996774447706,-0.9977994542456372,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.5,task,logic_orig_01,0.9776261576521927,0.00037248234682664617,0.9772536753053661,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.5,task,logic_orig_02,0.9722213565476768,0.0003790352216594196,0.9718423213260174,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.5,task,logic_orig_03,0.977570957222373,0.00023226470523233015,0.9773386925171407,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.5,matched_random,logic_orig_01,0.37847852829260575,0.2801452403655354,0.09833328792707036,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.5,matched_random,logic_orig_02,0.3152067180941063,0.2387365958315456,0.07647012226256067,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.5,matched_random,logic_orig_03,0.4173031017577764,0.19261746467036375,0.22468563708741265,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.5,opposite,logic_orig_01,0.0010554089604795443,0.9658804156398894,-0.9648250066794098,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.5,opposite,logic_orig_02,0.0010199315590513959,0.9551138508730302,-0.9540939193139788,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.5,opposite,logic_orig_03,0.0016566408221292807,0.9454378598320914,-0.9437812190099621,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.75,task,logic_orig_01,0.9962999238145277,9.642298089619088e-06,0.9962902815164381,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.75,task,logic_orig_02,0.9954769099313833,9.858326038180987e-06,0.9954670516053451,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.75,task,logic_orig_03,0.9962796887824388,6.012758766865971e-06,0.9962736760236719,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.75,matched_random,logic_orig_01,0.3545328106335739,0.2938059389596933,0.06072687167388058,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.75,matched_random,logic_orig_02,0.28377216169663194,0.24063314933636384,0.0431390123602681,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.75,matched_random,logic_orig_03,0.39137210465678895,0.20225350280986149,0.18911860184692747,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.75,opposite,logic_orig_01,2.760765817825816e-05,0.9946598272134235,-0.9946322195552453,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.75,opposite,logic_orig_02,2.6927135420105517e-05,0.9926969623643348,-0.9926700352289147,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,0.75,opposite,logic_orig_03,4.412131062423613e-05,0.991277984103785,-0.9912338627931607,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,1.0,task,logic_orig_01,0.999389217425671,2.456872902770746e-07,0.9993889717383807,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,1.0,task,logic_orig_02,0.9992692838281313,2.5136922073206e-07,0.9992690324589105,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,1.0,task,logic_orig_03,0.9993867988870552,1.5320879148553963e-07,0.9993866456782637,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,1.0,matched_random,logic_orig_01,0.3271974071097647,0.30358207482900684,0.02361533228075785,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,1.0,matched_random,logic_orig_02,0.25160492750632296,0.23887293373820725,0.012731993768115707,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,1.0,matched_random,logic_orig_03,0.36099814254993773,0.2088686627034417,0.15212947984649602,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,1.0,opposite,logic_orig_01,7.044491750397502e-07,0.9991647384234419,-0.9991640339742669,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,1.0,opposite,logic_orig_02,6.882116719949088e-07,0.9988286656530382,-0.9988279774413662,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,analogy,1.0,opposite,logic_orig_03,1.129052898491393e-06,0.9986280750507757,-0.9986269459978772,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.5,task,logic_orig_01,0.9450894427367008,0.000497113396555496,0.9445923293401454,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.5,task,logic_orig_02,0.909333407955944,0.0006174265356657727,0.9087159814202782,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.5,task,logic_orig_03,0.9421823874250581,0.00031888329313307717,0.941863504131925,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.5,matched_random,logic_orig_01,0.16302973995149525,0.288404805540937,-0.12537506558944175,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.5,matched_random,logic_orig_02,0.11415051711162409,0.26067124639046363,-0.14652072927883952,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.5,matched_random,logic_orig_03,0.17587660438170585,0.2001971813586792,-0.024320576976973346,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.5,opposite,logic_orig_01,0.00037095997491286097,0.9542517135282415,-0.9538807535533286,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.5,opposite,logic_orig_02,0.0002851306122046096,0.9468023562811038,-0.9465172256688992,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.5,opposite,logic_orig_03,0.0005604329413418368,0.9276278505291737,-0.927067417587832,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.75,task,logic_orig_01,0.9914180538631497,1.1089221118489894e-05,0.9914069646420313,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.75,task,logic_orig_02,0.9848142029944166,1.4219296562103907e-05,0.9847999836978545,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.75,task,logic_orig_03,0.9908804272008669,7.131480512214562e-06,0.9908732957203547,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.75,matched_random,logic_orig_01,0.1428853290188652,0.3117177348935199,-0.1688324058746547,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.75,matched_random,logic_orig_02,0.09934244661946945,0.2797617350718937,-0.18041928845242428,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.75,matched_random,logic_orig_03,0.15551345215183812,0.21830117052930778,-0.06278771837746966,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.75,opposite,logic_orig_01,8.209250205123105e-06,0.9930651067791838,-0.9930568975289786,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.75,opposite,logic_orig_02,6.3531169719717535e-06,0.9920662380750938,-0.9920598849581218,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,0.75,opposite,logic_orig_03,1.2703203087040483e-05,0.9887846160748802,-0.9887719128717932,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,1.0,task,logic_orig_01,0.9986918784492723,2.3754035617617384e-07,0.9986916409089162,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,1.0,task,logic_orig_02,0.9975864094844391,3.062922426384708e-07,0.9975861031921964,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,1.0,task,logic_orig_03,0.9986034558685336,1.5283160697293667e-07,0.9986033030369267,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,1.0,matched_random,logic_orig_01,0.12466558576554386,0.33539661132223214,-0.21073102555668827,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,1.0,matched_random,logic_orig_02,0.08615019900005637,0.29919061188139234,-0.21304041288133596,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,1.0,matched_random,logic_orig_03,0.1369374790409413,0.2370547415962518,-0.1001172625553105,0.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,1.0,opposite,logic_orig_01,1.75606687067699e-07,0.9989726876942429,-0.9989725120875558,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,1.0,opposite,logic_orig_02,1.360216591212408e-07,0.9988498788602741,-0.9988497428386149,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,logic,definition,1.0,opposite,logic_orig_03,2.7274059832006325e-07,0.9983356584369767,-0.9983353856963784,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.5,task,causality_orig_01,0.8480737930891222,0.009783727845330407,0.8382900652437918,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.5,task,causality_orig_02,0.7591682518339371,0.011590397503261463,0.7475778543306757,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.5,task,causality_orig_03,0.6859906669753995,0.06387285744007276,0.6221178095353267,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.5,matched_random,causality_orig_01,0.017031989864587774,0.7468235273584857,-0.7297915374938979,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.5,matched_random,causality_orig_02,0.011362639957989073,0.6593582118670349,-0.6479955719090459,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.5,matched_random,causality_orig_03,0.002554204842953908,0.9039319624740261,-0.9013777576310722,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.5,opposite,causality_orig_01,1.9834949203660452e-05,0.988302302007521,-0.9882824670583173,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.5,opposite,causality_orig_02,1.4866461182335416e-05,0.9802929699132489,-0.9802781034520666,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.5,opposite,causality_orig_03,2.476133328224978e-06,0.9957725678656199,-0.9957700917322916,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.75,task,causality_orig_01,0.9772029535437069,0.00024729110368217863,0.9769556624400247,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.75,task,causality_orig_02,0.9627586935756622,0.00032242651076266074,0.9624362670648996,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.75,task,causality_orig_03,0.9550708055936864,0.0019506830470051176,0.9531201225466813,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.75,matched_random,causality_orig_01,0.012980777439094213,0.769745656413605,-0.7567648789745108,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.75,matched_random,causality_orig_02,0.008715857756052539,0.6839844833435823,-0.6752686255875298,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.75,matched_random,causality_orig_03,0.001907522194765901,0.9129427850924966,-0.9110352628977307,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.75,opposite,causality_orig_01,4.3932798836551093e-07,0.9979173758325095,-0.9979169365045212,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.75,opposite,causality_orig_02,3.314500976996938e-07,0.996353467991219,-0.9963531365411213,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,0.75,opposite,causality_orig_03,5.4504040454382244e-08,0.9992216354708577,-0.9992215809668172,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,1.0,task,causality_orig_01,0.9967444433198362,5.532998425991715e-06,0.9967389103214103,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,1.0,task,causality_orig_02,0.9950525939347603,7.309915087749477e-06,0.9950452840196725,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,1.0,task,causality_orig_03,0.9943601644554003,4.455001543015455e-05,0.9943156144399702,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,1.0,matched_random,causality_orig_01,0.009860979798200732,0.79078888072151,-0.7809279009233092,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,1.0,matched_random,causality_orig_02,0.0066651924601368335,0.7073636718416085,-0.7006984793814717,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,1.0,matched_random,causality_orig_03,0.0014231300330027966,0.9211120986319592,-0.9196889685989564,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,1.0,opposite,causality_orig_01,9.653513435536396e-09,0.9996273193221888,-0.9996273096686754,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,1.0,opposite,causality_orig_02,7.29234108664332e-09,0.9993307652184154,-0.9993307579260743,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,logic,1.0,opposite,causality_orig_03,1.196348248790196e-09,0.9998566682902025,-0.9998566670938542,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.5,task,causality_orig_01,0.9509261890435124,0.003654867965779003,0.9472713210777335,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.5,task,causality_orig_02,0.8769058096358083,0.005552284979399724,0.8713535246564086,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.5,task,causality_orig_03,0.7682048922869769,0.042086135006308215,0.7261187572806687,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.5,matched_random,causality_orig_01,0.07078497773780278,0.7386381478944304,-0.6678531701566276,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.5,matched_random,causality_orig_02,0.03858276422506189,0.6632509643747195,-0.6246682001496576,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.5,matched_random,causality_orig_03,0.006096233618980736,0.9067536795715447,-0.900657445952564,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.5,opposite,causality_orig_01,4.750533955471397e-05,0.991193846746679,-0.9911463414071243,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.5,opposite,causality_orig_02,2.8630331832460326e-05,0.9840937409546513,-0.9840651106228189,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.5,opposite,causality_orig_03,3.3507159215692663e-06,0.996531132928462,-0.9965277822125403,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.75,task,causality_orig_01,0.99379013957591,7.913101673008827e-05,0.9937110085591799,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.75,task,causality_orig_02,0.983293683580926,0.00012898203635071555,0.9831647015445752,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.75,task,causality_orig_03,0.9689529825942068,0.0010997446493121903,0.9678532379448946,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.75,matched_random,causality_orig_01,0.06733599379070239,0.7584866846192232,-0.6911506908285208,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.75,matched_random,causality_orig_02,0.03717134715491547,0.6897677819568403,-0.6525964348019249,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.75,matched_random,causality_orig_03,0.0057102620050015285,0.916840551410679,-0.9111302894056774,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.75,opposite,causality_orig_01,9.914625709320991e-07,0.9985396532499174,-0.9985386617873465,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.75,opposite,causality_orig_02,6.011009841732871e-07,0.9973104016805033,-0.9973098005795191,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,0.75,opposite,causality_orig_03,6.961793400059182e-08,0.9994181090280679,-0.999418039410134,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,1.0,task,causality_orig_01,0.9991946044930143,1.6482736700684012e-06,0.9991929562193442,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,1.0,task,causality_orig_02,0.9978707103316542,2.7117361678393108e-06,0.9978679985954864,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,1.0,task,causality_orig_03,0.9961081023253592,2.3421936800621138e-05,0.9960846803885586,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,1.0,matched_random,causality_orig_01,0.06390068912685593,0.776991525195583,-0.7130908360687271,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,1.0,matched_random,causality_orig_02,0.0356881303284089,0.714872274322555,-0.6791841439941461,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,1.0,matched_random,causality_orig_03,0.005341960915826029,0.9258668559174685,-0.9205248950016425,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,1.0,opposite,causality_orig_01,2.0565195935998944e-08,0.9997574878430981,-0.9997574672779022,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,1.0,opposite,causality_orig_02,1.2480969920939445e-08,0.9995489511318193,-0.9995489386508494,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,analogy,1.0,opposite,causality_orig_03,1.442974725689352e-09,0.9999024429273475,-0.9999024414843728,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.5,task,causality_orig_01,0.9776274113175252,0.003413840591241508,0.9742135707262837,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.5,task,causality_orig_02,0.9917710467977493,0.001800032677406658,0.9899710141203426,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.5,task,causality_orig_03,0.9879406216088723,0.008247966212424384,0.9796926553964479,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.5,matched_random,causality_orig_01,0.23662735511115368,0.6711847970332824,-0.4345574419221287,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.5,matched_random,causality_orig_02,0.3838660243734094,0.5659211590431238,-0.1820551346697144,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.5,matched_random,causality_orig_03,0.12722752681981248,0.8627886210881908,-0.7355610942683783,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.5,opposite,causality_orig_01,0.0002836968935104833,0.9954800695467267,-0.9951963726532163,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.5,opposite,causality_orig_02,0.0005464898300193109,0.9966878619608834,-0.9961413721308642,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.5,opposite,causality_orig_03,0.00011914185878751035,0.9995131749571547,-0.9993940330983673,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.75,task,causality_orig_01,0.9962125189060712,0.00010987397396055362,0.9961026449321106,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.75,task,causality_orig_02,0.998714273103897,5.725101490875859e-05,0.9986570220889883,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.75,task,causality_orig_03,0.9990094005434541,0.0002634259621016009,0.9987459745813525,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.75,matched_random,causality_orig_01,0.2573841898664782,0.6571819762118537,-0.3997977863453755,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.75,matched_random,causality_orig_02,0.4101010058069895,0.5442440727712675,-0.13414306696427802,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.75,matched_random,causality_orig_03,0.13944759873301676,0.8512575569458469,-0.7118099582128301,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.75,opposite,causality_orig_01,8.994619276059708e-06,0.9992814022542573,-0.9992724076349813,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.75,opposite,causality_orig_02,1.7309581636448057e-05,0.999518154346051,-0.9995008447644145,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.75,opposite,causality_orig_03,3.764612277973625e-06,0.9999342318019994,-0.9999304671897213,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,task,causality_orig_01,0.9992935642682057,3.4810390695750345e-06,0.9992900832291362,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,task,causality_orig_02,0.9997645659903718,1.810141991763504e-06,0.99976275584838,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,task,causality_orig_03,0.9998541781968721,8.327193095516666e-06,0.9998458510037765,1.0,0.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,matched_random,causality_orig_01,0.27923103466846044,0.6417916754630019,-0.3625606407945414,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,matched_random,causality_orig_02,0.4368000528819422,0.5218097290459,-0.08500967616395777,0.0,1.0
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,matched_random,causality_orig_03,0.15263127698352758,0.8387259772186199,-0.6860947002350923,0.0,1.0
