model,layer,split,source_group,target_group,beta,intervention_type,eval_item_id,target_assignment_rate,source_assignment_rate,target_minus_source_similarity
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.75,opposite,causality_orig_01,0.0,1.0,-0.1466504760766646
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.75,opposite,causality_orig_02,0.0,1.0,-0.13773286257175665
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,0.75,opposite,causality_orig_03,0.0,1.0,-0.1582626682624373
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,task,causality_orig_01,1.0,0.0,0.16051629549325608
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,task,causality_orig_02,1.0,0.0,0.15836853924609373
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,task,causality_orig_03,1.0,0.0,0.13939536786561635
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,matched_random,causality_orig_01,0.0,1.0,-0.015985177293630137
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,matched_random,causality_orig_02,0.0,1.0,-0.011424975278806149
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,matched_random,causality_orig_03,0.0,1.0,-0.033334573658402866
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,opposite,causality_orig_01,0.0,1.0,-0.18067154326686974
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,opposite,causality_orig_02,0.0,1.0,-0.1713179100942155
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,causality,definition,1.0,opposite,causality_orig_03,0.0,1.0,-0.19007190083424175
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.5,task,analogy_orig_01,1.0,0.0,0.05026614937097751
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.5,task,analogy_orig_02,1.0,0.0,0.046613519050821894
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.5,task,analogy_orig_03,1.0,0.0,0.052832903418763344
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.5,matched_random,analogy_orig_01,0.0,1.0,-0.09861967145884099
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.5,matched_random,analogy_orig_02,0.0,1.0,-0.10459899491150837
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.5,matched_random,analogy_orig_03,0.0,1.0,-0.09927353547143558
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.5,opposite,analogy_orig_01,0.0,1.0,-0.22878901595712497
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.5,opposite,analogy_orig_02,0.0,1.0,-0.23582895511376933
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.5,opposite,analogy_orig_03,0.0,1.0,-0.23207544844955175
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.75,task,analogy_orig_01,1.0,0.0,0.12174539392255723
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.75,task,analogy_orig_02,1.0,0.0,0.11955270816399
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.75,task,analogy_orig_03,1.0,0.0,0.1257194718236727
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.75,matched_random,analogy_orig_01,0.0,1.0,-0.09691627491404597
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.75,matched_random,analogy_orig_02,0.0,1.0,-0.10261622071480958
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.75,matched_random,analogy_orig_03,0.0,1.0,-0.09741275288256279
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.75,opposite,analogy_orig_01,0.0,1.0,-0.2826706908758331
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.75,opposite,analogy_orig_02,0.0,1.0,-0.28956973818519505
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,0.75,opposite,analogy_orig_03,0.0,1.0,-0.28660578079293964
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,1.0,task,analogy_orig_01,1.0,0.0,0.18730972207597962
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,1.0,task,analogy_orig_02,1.0,0.0,0.1864432743463652
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,1.0,task,analogy_orig_03,1.0,0.0,0.19227320510261348
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,1.0,matched_random,analogy_orig_01,0.0,1.0,-0.09415398169696032
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,1.0,matched_random,analogy_orig_02,0.0,1.0,-0.09949747195551617
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,1.0,matched_random,analogy_orig_03,0.0,1.0,-0.09447178970322145
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,1.0,opposite,analogy_orig_01,0.0,1.0,-0.32819071664280286
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,1.0,opposite,analogy_orig_02,0.0,1.0,-0.3347004438258748
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,logic,1.0,opposite,analogy_orig_03,0.0,1.0,-0.3324194974098835
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.5,task,analogy_orig_01,1.0,0.0,0.0688550724404744
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.5,task,analogy_orig_02,1.0,0.0,0.07133154437314848
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.5,task,analogy_orig_03,1.0,0.0,0.06670058144305313
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.5,matched_random,analogy_orig_01,0.0,1.0,-0.09125458135836717
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.5,matched_random,analogy_orig_02,0.0,1.0,-0.090999744775763
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.5,matched_random,analogy_orig_03,0.0,1.0,-0.096723882834586
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.5,opposite,analogy_orig_01,0.0,1.0,-0.24738486914208135
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.5,opposite,analogy_orig_02,0.0,1.0,-0.24977311587556617
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.5,opposite,analogy_orig_03,0.0,1.0,-0.2555361471230625
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.75,task,analogy_orig_01,1.0,0.0,0.1440212324036808
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.75,task,analogy_orig_02,1.0,0.0,0.1473207122687843
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.75,task,analogy_orig_03,1.0,0.0,0.1437165925364119
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.75,matched_random,analogy_orig_01,0.0,1.0,-0.08722340647640225
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.75,matched_random,analogy_orig_02,0.0,1.0,-0.0868066711770884
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.75,matched_random,analogy_orig_03,0.0,1.0,-0.09222627141844575
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.75,opposite,analogy_orig_01,0.0,1.0,-0.3102373242998864
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.75,opposite,analogy_orig_02,0.0,1.0,-0.31332104413640816
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,0.75,opposite,analogy_orig_03,0.0,1.0,-0.3184792953821811
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,1.0,task,analogy_orig_01,1.0,0.0,0.21054146738386414
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,1.0,task,analogy_orig_02,1.0,0.0,0.2142852402851786
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,1.0,task,analogy_orig_03,1.0,0.0,0.21169041208498873
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,1.0,matched_random,analogy_orig_01,0.0,1.0,-0.0824314459445391
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,1.0,matched_random,analogy_orig_02,0.0,1.0,-0.08187840657903989
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,1.0,matched_random,analogy_orig_03,0.0,1.0,-0.08694366072281334
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,1.0,opposite,analogy_orig_01,0.0,1.0,-0.3627196501841149
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,1.0,opposite,analogy_orig_02,0.0,1.0,-0.3661589737199875
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,causality,1.0,opposite,analogy_orig_03,0.0,1.0,-0.37058997796464177
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.5,task,analogy_orig_01,1.0,0.0,0.0709694369498548
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.5,task,analogy_orig_02,1.0,0.0,0.07210711142919068
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.5,task,analogy_orig_03,1.0,0.0,0.06768270155546419
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.5,matched_random,analogy_orig_01,0.0,1.0,-0.06743533121620504
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.5,matched_random,analogy_orig_02,0.0,1.0,-0.06845954745649185
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.5,matched_random,analogy_orig_03,0.0,1.0,-0.07379295359602878
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.5,opposite,analogy_orig_01,0.0,1.0,-0.19830656674416824
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.5,opposite,analogy_orig_02,0.0,1.0,-0.20119545769042246
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.5,opposite,analogy_orig_03,0.0,1.0,-0.20665759823387952
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.75,task,analogy_orig_01,1.0,0.0,0.13701242389464396
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.75,task,analogy_orig_02,1.0,0.0,0.13908881141777008
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.75,task,analogy_orig_03,1.0,0.0,0.13548788063191064
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.75,matched_random,analogy_orig_01,0.0,1.0,-0.06530679239714576
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.75,matched_random,analogy_orig_02,0.0,1.0,-0.06622629061095675
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.75,matched_random,analogy_orig_03,0.0,1.0,-0.07133783555043727
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.75,opposite,analogy_orig_01,0.0,1.0,-0.2530065147119216
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.75,opposite,analogy_orig_02,0.0,1.0,-0.25636846933223234
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,0.75,opposite,analogy_orig_03,0.0,1.0,-0.26144776255921365
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,1.0,task,analogy_orig_01,1.0,0.0,0.1969841423631853
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,1.0,task,analogy_orig_02,1.0,0.0,0.19973456869312678
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,1.0,task,analogy_orig_03,1.0,0.0,0.1969775612909136
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,1.0,matched_random,analogy_orig_01,0.0,1.0,-0.06260318685371125
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,1.0,matched_random,analogy_orig_02,0.0,1.0,-0.06340357987300638
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,1.0,matched_random,analogy_orig_03,0.0,1.0,-0.06824401890677367
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,1.0,opposite,analogy_orig_01,0.0,1.0,-0.2999600370173585
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,1.0,opposite,analogy_orig_02,0.0,1.0,-0.3035356955853312
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,analogy,definition,1.0,opposite,analogy_orig_03,0.0,1.0,-0.30811577578028104
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.5,task,definition_orig_01,1.0,0.0,0.035470174597192594
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.5,task,definition_orig_02,1.0,0.0,0.030043266754281484
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.5,task,definition_orig_03,1.0,0.0,0.044108915354090894
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.5,matched_random,definition_orig_01,0.0,1.0,-0.12122591689757445
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.5,matched_random,definition_orig_02,0.0,1.0,-0.12377449695703735
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.5,matched_random,definition_orig_03,0.0,1.0,-0.120342219969643
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.5,opposite,definition_orig_01,0.0,1.0,-0.25630590743888404
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.5,opposite,definition_orig_02,0.0,1.0,-0.25595561875279993
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.5,opposite,definition_orig_03,0.0,1.0,-0.2613504276574842
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.75,task,definition_orig_01,1.0,0.0,0.11370953370181125
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.75,task,definition_orig_02,1.0,0.0,0.10713575248029183
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.75,task,definition_orig_03,1.0,0.0,0.12557716506191074
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.75,matched_random,definition_orig_01,0.0,1.0,-0.1179284494872821
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.75,matched_random,definition_orig_02,0.0,1.0,-0.12060389770070612
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.75,matched_random,definition_orig_03,0.0,1.0,-0.11676406247389726
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.75,opposite,definition_orig_01,0.0,1.0,-0.3098139411513523
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.75,opposite,definition_orig_02,0.0,1.0,-0.3086093525420782
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,0.75,opposite,definition_orig_03,0.0,1.0,-0.3163903425081934
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,1.0,task,definition_orig_01,1.0,0.0,0.1862372103319745
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,1.0,task,definition_orig_02,1.0,0.0,0.17900383833125588
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,1.0,task,definition_orig_03,1.0,0.0,0.20022068497011147
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,1.0,matched_random,definition_orig_01,0.0,1.0,-0.11335186632561944
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,1.0,matched_random,definition_orig_02,0.0,1.0,-0.11612628159107574
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,1.0,matched_random,definition_orig_03,0.0,1.0,-0.11185382832922519
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,1.0,opposite,definition_orig_01,0.0,1.0,-0.3543726235645595
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,1.0,opposite,definition_orig_02,0.0,1.0,-0.3526217899569046
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,logic,1.0,opposite,definition_orig_03,0.0,1.0,-0.3617096405602572
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.5,task,definition_orig_01,1.0,0.0,0.044626256591738245
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.5,task,definition_orig_02,1.0,0.0,0.05478525071510154
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.5,task,definition_orig_03,1.0,0.0,0.05649503136268186
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.5,matched_random,definition_orig_01,0.0,1.0,-0.044625742092036735
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.5,matched_random,definition_orig_02,0.0,1.0,-0.03239715594597514
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.5,matched_random,definition_orig_03,0.0,1.0,-0.036719594402088385
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.5,opposite,definition_orig_01,0.0,1.0,-0.13513996784578008
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.5,opposite,definition_orig_02,0.0,1.0,-0.12203737973501327
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.5,opposite,definition_orig_03,0.0,1.0,-0.13201493102512196
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.75,task,definition_orig_01,1.0,0.0,0.08713508668565506
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.75,task,definition_orig_02,1.0,0.0,0.09579688383093365
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.75,task,definition_orig_03,1.0,0.0,0.10014115314058025
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.75,matched_random,definition_orig_01,0.0,1.0,-0.04324106793757321
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.75,matched_random,definition_orig_02,0.0,1.0,-0.03133103059155884
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.75,matched_random,definition_orig_03,0.0,1.0,-0.035444629794313065
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.75,opposite,definition_orig_01,0.0,1.0,-0.1756814876709104
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.75,opposite,definition_orig_02,0.0,1.0,-0.16295149778135376
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,0.75,opposite,definition_orig_03,0.0,1.0,-0.17478818549181496
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,1.0,task,definition_orig_01,1.0,0.0,0.12638321935093244
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,1.0,task,definition_orig_02,1.0,0.0,0.13351292342384935
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,1.0,task,definition_orig_03,1.0,0.0,0.139955432363561
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,1.0,matched_random,definition_orig_01,0.0,1.0,-0.04153903302273365
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,1.0,matched_random,definition_orig_02,0.0,1.0,-0.030044745032878906
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,1.0,matched_random,definition_orig_03,0.0,1.0,-0.03389262457126763
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,1.0,opposite,definition_orig_01,0.0,1.0,-0.2123742444355099
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,1.0,opposite,definition_orig_02,0.0,1.0,-0.20037442541597883
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,causality,1.0,opposite,definition_orig_03,0.0,1.0,-0.21334649562545727
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.5,task,definition_orig_01,1.0,0.0,0.030865878857144424
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.5,task,definition_orig_02,1.0,0.0,0.05163926656390383
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.5,task,definition_orig_03,1.0,0.0,0.07548340502666706
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.5,matched_random,definition_orig_01,0.0,1.0,-0.10452787936563657
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.5,matched_random,definition_orig_02,0.0,1.0,-0.08185238822017227
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.5,matched_random,definition_orig_03,0.0,1.0,-0.06733892247392548
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.5,opposite,definition_orig_01,0.0,1.0,-0.22675329558492163
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.5,opposite,definition_orig_02,0.0,1.0,-0.20479259561323504
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.5,opposite,definition_orig_03,0.0,1.0,-0.19981381117286545
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.75,task,definition_orig_01,1.0,0.0,0.10022238728664334
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.75,task,definition_orig_02,1.0,0.0,0.1182326846197761
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.75,task,definition_orig_03,1.0,0.0,0.14479736562155332
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.75,matched_random,definition_orig_01,0.0,1.0,-0.10092213427455132
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.75,matched_random,definition_orig_02,0.0,1.0,-0.07913440401765004
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.75,matched_random,definition_orig_03,0.0,1.0,-0.06483558661940725
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.75,opposite,definition_orig_01,0.0,1.0,-0.27524418554555985
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.75,opposite,definition_orig_02,0.0,1.0,-0.25504139434596884
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,0.75,opposite,definition_orig_03,0.0,1.0,-0.25379770596474216
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,1.0,task,definition_orig_01,1.0,0.0,0.16540016893787945
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,1.0,task,definition_orig_02,1.0,0.0,0.1802096493049138
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,1.0,task,definition_orig_03,1.0,0.0,0.20788019974372562
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,1.0,matched_random,definition_orig_01,0.0,1.0,-0.09643587526533026
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,1.0,matched_random,definition_orig_02,0.0,1.0,-0.07573414964428182
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,1.0,matched_random,definition_orig_03,0.0,1.0,-0.0617378392215584
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,1.0,opposite,definition_orig_01,0.0,1.0,-0.3162995358693236
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,1.0,opposite,definition_orig_02,0.0,1.0,-0.2981121178569087
Qwen/Qwen3-1.7B,16,B_paraphrase_fit_original_eval,definition,analogy,1.0,opposite,definition_orig_03,0.0,1.0,-0.2996393364940251
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.5,task,logic_para_01,1.0,0.0,0.014159186400345747
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.5,task,logic_para_02,1.0,0.0,0.010704544173720576
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.5,task,logic_para_03,1.0,0.0,0.0116166570816425
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.5,matched_random,logic_para_01,0.0,1.0,-0.0035008491001402575
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.5,matched_random,logic_para_02,0.0,1.0,-0.008131855962774104
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.5,matched_random,logic_para_03,0.0,1.0,-0.006127050484058261
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.5,opposite,logic_para_01,0.0,1.0,-0.020706500483991586
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.5,opposite,logic_para_02,0.0,1.0,-0.02634968339131294
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.5,opposite,logic_para_03,0.0,1.0,-0.02335535931225674
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.75,task,logic_para_01,1.0,0.0,0.022888400797879127
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.75,task,logic_para_02,1.0,0.0,0.02005290435509155
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.75,task,logic_para_03,1.0,0.0,0.020412587375799873
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.75,matched_random,logic_para_01,0.0,1.0,-0.0035445121022595893
google/gemma-3-1b-it,16,A_original_fit_paraphrase_eval,logic,causality,0.75,matched_random,logic_para_02,0.0,1.0,-0.008159136144513357
